id,name,long_name,nationality,age,overall,potential,growth,club,contract,contract_type,contract_start_year,contract_end_year,positions,primary_position,preferred_foot,best_position,height_cm,weight_kg,value_eur,wage_eur,release_clause_eur,weak_foot,skill_moves,international_reputation,hits,joined_date,value_per_overall
229619,F. Carvalho,Felipe Carvalho,Uruguay,26,68,71,3,Vålerenga Fotball,2018 ~ 2021,active,2018,2021,CB,CB,Left,CB,188,96,1400000,2000,1300000,2,2,1,3.0,2018-01-11,20588.24
225273,M. Thychosen,Mads Døhr Thychosen,Denmark,23,68,74,6,FC Nordsjælland,2019 ~ 2023,active,2019,2023,RB,RB,Right,RM,178,75,1800000,5000,1600000,3,3,1,2.0,2019-08-08,26470.59
248061,C. Bărbuț,Cristi Bărbuț,Romania,25,68,71,3,Universitatea Craiova,2017 ~ 2021,active,2017,2021,RW,RW,Right,RM,166,60,1600000,5000,1600000,3,3,1,4.0,2017-07-01,23529.41
235005,O. Kakabadze,Otar Kakabadze,Georgia,25,68,72,4,CD Tenerife,2020 ~ 2021,active,2020,2021,RB,RB,Right,RM,186,79,1600000,4000,1700000,3,3,1,4.0,2020-09-25,23529.41
251901,Willyan,Willyan da Silva Rocha,Brazil,25,68,73,5,Portimonense SC,2019 ~ 2023,active,2019,2023,CB,CB,Right,CB,192,86,1600000,3000,2400000,2,2,1,2.0,2019-07-01,23529.41
208894,F. Bednarek,Filip Bednarek,Poland,27,68,71,3,Lech Poznań,2020 ~ 2022,active,2020,2022,GK,GK,Right,GK,188,81,1200000,3000,1100000,2,1,1,3.0,2020-07-20,17647.06
214014,C. Lizarazo,Carlos Lizarazo,Colombia,29,68,68,0,Deportivo Cali,2020 ~ 2020,active,2020,2020,CAM,CAM,Left,CAM,171,67,1200000,2000,1200000,3,4,1,4.0,2020-01-11,17647.06
217086,C. Amissi,Cedric Amissi,Burundi,30,68,68,0,Al Taawoun,2017 ~ 2021,active,2017,2021,"CM, CDM",CM,Right,ST,172,70,1200000,10000,1400000,3,3,1,1.0,2017-07-01,17647.06
230143,K. Dermaku,Kastriot Dermaku,Albania,28,68,70,2,Lecce,2019 ~ 2023,active,2019,2023,CB,CB,Left,CB,195,89,1200000,13000,1700000,3,2,1,2.0,2019-07-08,17647.06
176895,M. Pinto,Miguel Pinto,Chile,36,68,68,0,Colo-Colo,2020 ~ 2020,active,2020,2020,GK,GK,Right,GK,183,79,130000,2000,210000,2,1,1,4.0,2020-01-08,1911.76
255487,S. Bendebka,Sofiane Bendebka,Algeria,27,68,68,0,Al Fateh,2020 ~ 2022,active,2020,2022,CM,CM,Right,RM,181,72,1300000,12000,1500000,2,3,1,3.0,2020-01-29,19117.65
202889,A. Öztürk,Alpaslan Öztürk,Turkey,26,68,71,3,Göztepe SK,2018 ~ 2021,active,2018,2021,"CB, CDM, RB",CB,Right,CDM,186,90,1400000,9000,2100000,3,3,1,1.0,2018-07-01,20588.24
225785,C. Willock,Chris Willock,England,22,68,78,10,Queens Park Rangers,2020 ~ 2023,active,2020,2023,"RM, LM",RM,Right,RM,178,67,2700000,4000,2900000,3,4,1,21.0,2020-10-05,39705.88
237823,H. Abe,Hiroki Abe,Japan,21,68,81,13,FC Barcelona,2019 ~ 2023,active,2019,2023,"LW, LM",LW,Right,RM,171,65,3000000,36000,4500000,3,3,1,198.0,2019-07-15,44117.65
241405,R. Ordoñez,Roberto Ordoñez,Ecuador,35,68,68,0,Emelec,2020 ~ 2021,active,2020,2021,ST,ST,Right,ST,185,85,525000,500,860000,3,3,1,5.0,2020-01-07,7720.59
234994,Ratón,Álvaro López Ratón,Spain,27,68,72,4,Real Zaragoza,2016 ~ 2023,active,2016,2023,GK,GK,Left,GK,192,84,1300000,3000,1400000,2,1,1,3.0,2016-07-15,19117.65
211955,U. Taffertshofer,Ulrich Taffertshofer,Germany,28,68,69,1,VfL Osnabrück,2018 ~ 2021,active,2018,2021,"CDM, CM, CB",CDM,Right,CB,183,82,1200000,6000,1500000,3,2,1,4.0,2018-07-01,17647.06
222969,J. Hergault,Jérôme Hergault,France,34,68,68,0,FC Lorient,2019 ~ 2021,active,2019,2021,RB,RB,Right,RB,185,80,450000,11000,650000,3,3,1,1.0,2019-07-22,6617.65
252146,Franquesa,Enric Franquesa Dolz,Spain,23,68,76,8,Girona FC,"Jun 30, 2021 On Loan",loan,2021,2021,LB,LB,Left,LB,174,67,2600000,9000,0,2,2,1,10.0,2017-07-03,38235.29
244466,Diego Caballo,Diego Caballo Alonso,Spain,26,68,71,3,Albacete BP,2020 ~ 2022,active,2020,2022,"LB, LM",LB,Left,LB,171,67,1500000,4000,1600000,2,3,1,2.0,2020-01-22,22058.82
177138,Ilsinho,Ilson Pereira Junior,Brazil,34,68,68,0,Philadelphia Union,2016 ~ 2020,active,2016,2020,"RM, CAM",RM,Right,CAM,178,85,575000,4000,675000,3,5,1,17.0,2016-02-24,8455.88
236530,L. O'Brien,Lewis O'Brien,England,21,68,78,10,Huddersfield Town,2016 ~ 2022,active,2016,2022,"CDM, CM",CDM,Left,LWB,173,63,2600000,8000,2700000,2,3,1,25.0,2016-09-30,38235.29
207858,D. Dwyer,Dom Dwyer,United States,29,68,68,0,Orlando City SC,2017 ~ 2020,active,2017,2020,ST,ST,Left,ST,175,79,1200000,4000,1400000,3,3,1,20.0,2017-07-25,17647.06
204786,S. Mladen,Sebastian Mladen,Romania,28,68,68,0,FC Viitorul,2017 ~ 2021,active,2017,2021,"CB, RB",CB,Right,CB,188,85,1000000,5000,1000000,3,2,1,2.0,2017-01-09,14705.88
198642,D. Ulvestad,Dan Peter Ulvestad,Norway,31,68,68,0,Kristiansund BK,2013 ~ 2022,active,2013,2022,CB,CB,Right,CB,189,84,825000,2000,844000,3,2,1,2.0,2013-01-01,12132.35
193272,S. Şahin-Radlinger,Samuel Şahin-Radlinger,Austria,27,68,70,2,SV Ried,2020 ~ 2023,active,2020,2023,GK,GK,Right,GK,196,83,1100000,4000,1100000,2,1,1,4.0,2020-08-13,16176.47
205555,C. Jorquera,Cristóbal Jorquera,Chile,31,68,68,0,Fatih Karagümrük S.K.,2020 ~ 2021,active,2020,2021,"CM, CDM",CM,Right,CAM,173,69,1000000,6000,1600000,5,3,1,2.0,2020-01-13,14705.88
212487,M. Rose,Michael Rose,Scotland,24,67,74,7,Coventry City,2019 ~ 2023,active,2019,2023,CB,CB,Right,CB,188,70,1900000,11000,2000000,2,2,1,5.0,2019-07-01,28358.21
206089,C. McGeehan,Cameron McGeehan,Northern Ireland,25,67,72,5,KV Oostende,2020 ~ 2023,active,2020,2023,CDM,CDM,Right,CAM,180,71,1400000,4000,1400000,3,3,1,4.0,2020-08-06,20895.52
235782,Lucas Mineiro,Lucas da Silva Izidoro,Brazil,24,67,72,5,Gil Vicente FC,2020 ~ 2023,active,2020,2023,"CDM, CM",CDM,Right,CM,188,75,1400000,3000,2000000,3,2,1,4.0,2020-09-08,20895.52
220677,J. Morrell,Joe Morrell,Wales,23,67,75,8,Bristol City,2014 ~ 2022,active,2014,2022,CM,CM,Right,CM,168,64,2300000,12000,2300000,3,3,1,17.0,2014-01-03,34328.36
242183,D. Otto,David Otto,Germany,21,67,77,10,1. FC Heidenheim 1846,"Jun 30, 2021 On Loan",loan,2021,2021,ST,ST,Right,ST,185,82,2300000,9000,0,3,3,1,16.0,2018-01-17,34328.36
214024,J. Wallens,Johan Wallens,Colombia,27,67,70,3,Deportivo Cali,2018 ~ 2020,active,2018,2020,GK,GK,Right,GK,190,75,1000000,950,962000,2,1,1,1.0,2018-07-24,14925.37
193796,Isma López,Ismael López Blanco,Spain,30,67,67,0,Dinamo Bucureşti,2020 ~ 2022,active,2020,2022,"LB, LM",LB,Left,LB,179,75,875000,2000,810000,3,3,1,3.0,2020-09-04,13059.7
215817,D. Islamović,Dino Islamović,Montenegro,26,67,70,3,Rosenborg BK,2020 ~ 2022,active,2020,2022,ST,ST,Left,ST,190,87,1300000,3000,1300000,2,2,1,5.0,2020-01-08,19402.99
229129,L. Memela,Luvuyo Memela,South Africa,32,67,67,0,Orlando Pirates,2015 ~ 2020,active,2015,2020,"LW, RW, CF",LW,Right,LW,167,64,800000,500,1300000,3,3,1,2.0,2015-06-24,11940.3
252937,Y. Gboho,Yann Gboho,France,19,67,75,8,Stade Rennais FC,2018 ~ 2021,active,2018,2021,"CAM, CF",CAM,Right,RM,179,64,2200000,8000,2300000,3,3,1,26.0,2018-05-24,32835.82
215818,E. Hyndman,Emerson Hyndman,United States,24,67,74,7,Atlanta United,2020 ~ 2022,active,2020,2022,CM,CM,Right,CAM,170,61,2000000,3000,1900000,4,3,1,10.0,2020-01-01,29850.75
233226,T. Nara,Tatsuki Nara,Japan,26,67,70,3,Kashima Antlers,2020 ~ 2021,active,2020,2021,CB,CB,Right,CB,180,74,1200000,3000,1100000,2,2,1,4.0,2020-01-04,17910.45
232454,Y. Hiraoka,Yasuhiro Hiraoka,Japan,34,67,67,0,Vegalta Sendai,2016 ~ 2021,active,2016,2021,CB,CB,Right,CB,183,72,325000,2000,344000,3,2,1,2.0,2016-02-01,4850.75
209413,M. Matras,Mateusz Matras,Poland,29,67,67,0,Stal Mielec,2020 ~ 2021,active,2020,2021,"CDM, CM",CDM,Right,CB,193,88,875000,2000,878000,3,2,1,2.0,2020-08-20,13059.7
183559,K. Engel,Konstantin Engel,Kazakhstan,31,67,67,0,VfL Osnabrück,2017 ~ 2021,active,2017,2021,"LB, RB, CB",LB,Right,LB,179,79,750000,5000,853000,3,2,1,5.0,2017-01-27,11194.03
250909,J. Marx,Jan Hendrik Marx,Germany,25,67,72,5,SV Waldhof Mannheim,2019 ~ 2021,active,2019,2021,"RB, RM",RB,Right,RWB,171,69,1400000,2000,1400000,4,2,1,10.0,2019-07-01,20895.52
229894,Lucas Ahijado,Lucas Ahijado Quintana,Spain,25,67,72,5,Real Oviedo,2014 ~ 2021,active,2014,2021,"RB, LB",RB,Right,RWB,173,67,1400000,4000,1500000,3,3,1,4.0,2014-04-13,20895.52
251677,Bernardo Martins,Bernardo Brites Martins,Portugal,22,67,76,9,FC Paços de Ferreira,2019 ~ 2022,active,2019,2022,"LW, RW",LW,Left,CAM,176,70,2300000,3000,2800000,3,3,1,4.0,2019-07-09,34328.36
244993,I. Sankhon,Ibrahima Sory Sankhon,Guinea,24,67,72,5,Sint-Truidense VV,2018 ~ 2021,active,2018,2021,"CB, RB, LB",CB,Right,CDM,177,72,1400000,4000,1400000,3,2,1,5.0,2018-07-29,20895.52
242716,C. Baird,Corey Baird,United States,24,67,72,5,Real Salt Lake,2018 ~ 2020,active,2018,2020,"ST, LM, LW",ST,Right,ST,178,73,1600000,3000,1500000,4,2,1,6.0,2018-01-01,23880.6
228893,M. Guanini,Manuel Guanini,Argentina,24,67,74,7,Newell's Old Boys,2020 ~ 2021,active,2020,2021,CB,CB,Right,CB,191,86,1900000,4000,1700000,3,2,1,6.0,2020-08-12,28358.21
178461,J. Drachmann,Janus Drachmann,Denmark,32,67,67,0,Odense Boldklub,2018 ~ 2022,active,2018,2022,"CM, CDM",CM,Right,CDM,179,71,800000,5000,719000,3,2,1,1.0,2018-07-18,11940.3
247069,I. Ahmed,Ismail Ahmed,United Arab Emirates,36,67,67,0,Al Ain FC,2008 ~ 2023,active,2008,2023,CB,CB,Right,CB,192,88,180000,500,323000,3,2,1,2.0,2008-07-01,2686.57
234014,Jorgino Baumer,Jorgino Kaio Baumer Negrão,Brazil,24,67,67,0,Atlético Clube Goianiense,2019 ~ 2023,active,2019,2023,CAM,CAM,Right,CAM,178,69,1200000,4000,1600000,3,3,1,1.0,2019-01-01,17910.45
235548,M. Cabit,Manuel Cabit,France,27,67,68,1,FC Metz,2019 ~ 2022,active,2019,2022,LB,LB,Left,LB,180,75,1100000,6000,1600000,3,2,1,3.0,2019-07-01,16417.91
236037,P. Clement,Pelle Clement,Netherlands,24,67,73,6,PEC Zwolle,2019 ~ 2022,active,2019,2022,"CM, LW",CM,Right,CAM,177,67,1600000,3000,1700000,3,3,1,6.0,2019-01-03,23880.6
208158,F. Andrada,Federico Andrada,Argentina,26,67,69,2,Club Atlético Aldosivi,2019 ~ 2021,active,2019,2021,"ST, RM",ST,Right,ST,180,76,1300000,5000,1400000,3,3,1,2.0,2019-07-12,19402.99
208157,Juanto Ortuño,Juan Tomás Ortuño Martínez,Spain,28,67,67,0,C.D. Castellón,2020 ~ 2022,active,2020,2022,"ST, LM",ST,Right,ST,177,72,1000000,4000,1200000,3,4,1,1.0,2020-01-08,14925.37
190497,D. Hoesen,Danny Hoesen,Netherlands,29,67,67,0,San Jose Earthquakes,2018 ~ 2020,active,2018,2020,ST,ST,Right,ST,185,82,1000000,4000,1100000,3,4,1,5.0,2018-01-01,14925.37
228627,A. Al Obaid,Abdulrahman Al Obaid,Saudi Arabia,27,67,68,1,Al Nassr,2018 ~ 2021,active,2018,2021,LB,LB,Left,LB,171,64,1100000,11000,1300000,3,2,1,3.0,2018-01-15,16417.91
196883,J. Granados,José Luis Granados,Venezuela,33,67,67,0,AC Mineros de Guayana,2017 ~ 2021,active,2017,2021,"LB, LM, CB",LB,Left,LB,181,73,525000,500,753000,3,2,1,1.0,2017-07-01,7835.82
228101,G. Cotugno,Guillermo Cotugno,Uruguay,25,67,72,5,Śląsk Wrocław,2020 ~ 2021,active,2020,2021,RB,RB,Right,RB,177,75,1400000,3000,1300000,3,3,1,4.0,2020-02-01,20895.52
212481,R. Klingenburg,René Klingenburg,Germany,26,67,69,2,Viktoria Köln,2020 ~ 2022,active,2020,2022,"CM, CAM",CM,Right,CM,190,83,1300000,2000,1400000,4,3,1,3.0,2020-08-06,19402.99
215570,G. Rea,Glen Rea,Republic of Ireland,25,67,71,4,Luton Town,2016 ~ 2022,active,2016,2022,"CDM, CB",CDM,Right,CB,184,73,1300000,5000,1700000,3,2,1,4.0,2016-07-01,19402.99
164610,J. Larentowicz,Jeff Larentowicz,United States,36,67,67,0,Atlanta United,2016 ~ 2020,active,2016,2020,"CDM, CM",CDM,Right,CDM,185,79,200000,2000,240000,3,2,1,4.0,2016-12-15,2985.07
222226,V. Bozhikov,Vasil Bozhikov,Bulgaria,32,67,67,0,No Club,Free,free,,,CB,CB,Left,CB,185,80,0,0,0,3,2,1,5.0,2017-07-29,0.0
222225,S. Popov,Strahil Popov,Bulgaria,29,67,67,0,Hatayspor,2020 ~ 2022,active,2020,2022,RB,RB,Right,RB,186,77,900000,5000,1200000,3,3,1,5.0,2020-09-01,13432.84
227857,B. Badibanga,Beni Badibanga,Belgium,24,67,72,5,Royal Excel Mouscron,2020 ~ 2025,active,2020,2025,"LM, RM, CAM",LM,Right,CAM,176,71,1500000,4000,1500000,3,3,1,1.0,2020-07-20,22388.06
243985,Manu García,Manuel García Humanes,Spain,29,67,69,2,SD Ponferradina,2019 ~ 2021,active,2019,2021,GK,GK,Right,GK,192,83,850000,3000,1100000,3,1,1,2.0,2019-07-30,12686.57
231184,Guruzeta,Gorka Guruzeta Rodríguez,Spain,23,67,74,7,CE Sabadell FC,2020 ~ 2023,active,2020,2023,ST,ST,Right,ST,188,77,2100000,3000,1900000,4,3,1,8.0,2020-09-01,31343.28
255505,D. Velkovski,Dimitar Velkovski,Bulgaria,25,67,71,4,KSV Cercle Brugge,2020 ~ 2023,active,2020,2023,LB,LB,Left,LB,185,70,1300000,4000,1300000,3,2,1,4.0,2020-01-30,19402.99
208914,O. Hawsawi,Omar Hawsawi,Saudi Arabia,34,67,67,0,Al Nassr,2011 ~ 2024,active,2011,2024,CB,CB,Right,CB,185,76,325000,11000,468000,3,2,1,1.0,2011-01-25,4850.75
231442,M. Browne,Marcus Browne,England,22,67,75,8,Middlesbrough,2019 ~ 2024,active,2019,2024,"LM, LW",LM,Right,RM,179,74,2300000,6000,2300000,3,4,1,31.0,2019-07-26,34328.36
241410,E. Salcedo,Eddie Salcedo,Italy,18,67,83,16,Hellas Verona,"Jun 30, 2021 On Loan",loan,2021,2021,"CF, ST",CF,Right,RM,178,74,2600000,11000,0,3,3,1,73.0,2019-10-01,38805.97
234258,S. Seddon,Steve Seddon,England,22,67,77,10,AFC Wimbledon,"Jun 30, 2021 On Loan",loan,2021,2021,"LB, LWB",LB,Left,LM,179,68,2200000,5000,0,2,3,1,15.0,2016-04-18,32835.82
239378,K. Sierhuis,Kaj Sierhuis,Netherlands,22,67,75,8,Stade de Reims,2020 ~ 2024,active,2020,2024,ST,ST,Right,ST,180,83,2300000,8000,2400000,3,3,1,9.0,2020-01-31,34328.36
200466,V. Eicher,Vitus Eicher,Germany,29,67,67,0,1. FC Heidenheim 1846,2017 ~ 2023,active,2017,2023,GK,GK,Left,GK,191,85,700000,7000,880000,2,1,1,1.0,2017-01-18,10447.76
197904,M. Cestor,Mike Cestor,DR Congo,28,67,68,1,CFR Cluj,2019 ~ 2022,active,2019,2022,CB,CB,Left,CB,178,78,975000,5000,1100000,3,2,1,3.0,2019-07-13,14552.24
230172,Traeira Lopes,Filipe Vicente Traeira Lopes,Brazil,28,67,69,2,Goiás,2019 ~ 2023,active,2019,2023,GK,GK,Left,GK,192,81,875000,4000,1300000,1,1,1,1.0,2019-01-01,13059.7
244234,A. Opoku,Aaron Opoku,Germany,21,67,79,12,SSV Jahn Regensburg,"Jun 30, 2021 On Loan",loan,2021,2021,"LM, RW, RM",LM,Right,RM,185,71,2500000,4000,0,4,3,1,15.0,2018-07-05,37313.43
221713,D. Lovitz,Daniel Lovitz,United States,28,67,67,0,Nashville SC,2019 ~ 2025,active,2019,2025,"LB, LWB",LB,Left,LB,178,75,925000,3000,943000,3,3,1,9.0,2019-11-19,13805.97
184336,Koh Myong Jin,Myong Jin Koh,Korea Republic,32,67,67,0,Ulsan Hyundai FC,2019 ~ 2023,active,2019,2023,"CM, CAM, CDM",CM,Left,CAM,185,77,800000,3000,748000,4,2,1,3.0,2019-12-24,11940.3
179984,F. Frans,Frédéric Frans,Belgium,31,67,67,0,Beerschot AC,2020 ~ 2022,active,2020,2022,CB,CB,Right,CB,193,80,700000,4000,834000,4,2,1,2.0,2020-01-02,10447.76
246282,Salva,Salvador Ferrer Canals,Spain,22,67,77,10,Spezia,2019 ~ 2023,active,2019,2023,"RB, CB",RB,Right,RB,184,73,2200000,6000,2600000,3,2,1,8.0,2019-08-12,32835.82
173834,N. Eardley,Neal Eardley,Wales,31,67,67,0,Burton Albion,2020 ~ 2021,active,2020,2021,RB,RB,Right,RB,180,74,750000,4000,963000,3,2,1,3.0,2020-08-04,11194.03
203283,A. Escoto,Amaury Escoto,Mexico,27,67,68,1,Puebla FC,2020 ~ 2022,active,2020,2022,ST,ST,Left,ST,186,81,1200000,4000,1600000,3,3,1,2.0,2020-06-19,17910.45
258306,Jean Patric,Jean Patric Lima dos Reis,Brazil,23,67,73,6,Santa Clara,2020 ~ 2022,active,2020,2022,"LW, RW",LW,Right,LW,175,67,1600000,2000,2300000,4,3,1,2.0,2020-08-13,23880.6
162052,D. Ousted,David Ousted,Denmark,35,67,67,0,Hammarby IF,2020 ~ 2020,active,2020,2020,GK,GK,Right,GK,192,88,110000,1000,263000,3,1,1,6.0,2020-02-20,1641.79
156164,M. Cranie,Martin Cranie,England,33,67,67,0,Luton Town,2019 ~ 2021,active,2019,2021,"CB, RB",CB,Right,CB,183,78,475000,5000,648000,3,2,1,11.0,2019-07-01,7089.55
216836,Álvaro Peña,Álvaro Peña Herrero,Spain,28,67,67,0,Albacete BP,2019 ~ 2021,active,2019,2021,"CAM, RM, CM",CAM,Right,CAM,178,70,1000000,3000,1200000,4,3,1,3.0,2019-01-17,14925.37
254211,J. Espinoza,Jhon Espinoza,Ecuador,21,67,75,8,SD Aucas,2019 ~ 2024,active,2019,2024,RB,RB,Right,RB,175,70,2200000,500,2400000,2,2,1,2.0,2019-07-16,32835.82
229891,J. Ryerson,Julian Ryerson,Norway,22,67,75,8,1. FC Union Berlin,2018 ~ 2021,active,2018,2021,"RB, CDM, RM",RB,Right,RB,183,84,2200000,8000,2000000,3,2,1,11.0,2018-07-31,32835.82
252545,A. Cissé,Aliou Cissé,Senegal,30,67,67,0,Al Adalah,2019 ~ 2021,active,2019,2021,"CM, CDM",CM,Right,CM,180,67,975000,7000,1200000,4,3,1,2.0,2019-07-30,14552.24
189186,A. Shinnie,Andrew Shinnie,Scotland,30,67,67,0,Luton Town,2018 ~ 2021,active,2018,2021,CM,CM,Right,CAM,180,70,975000,5000,1300000,4,3,1,4.0,2018-07-01,14552.24
203781,D. Toia,Donny Toia,United States,28,67,67,0,Real Salt Lake,2019 ~ 2020,active,2019,2020,LB,LB,Left,LB,173,70,925000,3000,943000,2,2,1,1.0,2019-02-13,13805.97
254210,G. Anangonó,Gregori Anangonó,Ecuador,22,67,74,7,SD Aucas,2019 ~ 2024,active,2019,2024,RB,RB,Right,RB,177,79,2000000,500,2200000,2,2,1,1.0,2019-02-05,29850.75
252930,Ismael Casas,Ismael Casas Casado,Spain,19,67,81,14,Málaga CF,2019 ~ 2022,active,2019,2022,RB,RB,Right,RB,174,62,2300000,2000,3300000,3,2,1,40.0,2019-07-01,34328.36
230428,Nazarinho Rios,Nazario Kaio Rios Baumer,Brazil,28,67,67,0,Oceânico FC,2019 ~ 2023,active,2019,2023,"ST, CM, RB",ST,Right,CF,182,80,1000000,8000,1500000,3,2,1,1.0,2019-01-01,14925.37
205378,B. Valette,Baptiste Valette,France,27,67,68,1,AS Nancy Lorraine,2019 ~ 2022,active,2019,2022,GK,GK,Right,GK,185,78,875000,2000,1100000,3,1,1,1.0,2019-07-04,13059.7
208668,D. Henen,David Henen,Togo,24,67,71,4,Grenoble Foot 38,2020 ~ 2023,active,2020,2023,LM,LM,Right,ST,185,80,1500000,2000,1800000,4,3,1,18.0,2020-10-05,22388.06
228378,A. La Gumina,Antonino La Gumina,Italy,24,67,74,7,Sampdoria,2018 ~ 2023,active,2018,2023,ST,ST,Right,ST,182,72,2100000,6000,2200000,3,3,1,4.0,2018-07-07,31343.28
229912,J. Emmanuel,Joshua Emmanuel,England,22,67,74,7,Hull City,2020 ~ 2022,active,2020,2022,RB,RB,Right,RWB,180,70,2000000,3000,1900000,3,3,1,22.0,2020-08-07,29850.75
246808,R. Hirose,Rikuto Hirose,Japan,24,67,71,4,Kashima Antlers,2020 ~ 2021,active,2020,2021,"RB, LB",RB,Right,RB,176,68,1400000,3000,1200000,3,2,1,2.0,2020-01-04,20895.52
192792,P. Kovář,Přemysl Kovář,Czech Republic,34,67,67,0,SK Slavia Praha,2017 ~ 2021,active,2017,2021,GK,GK,Right,GK,187,89,170000,500,715000,2,1,1,2.0,2017-01-01,2537.31
205593,M. Chacón,Michael Chacón,Netherlands,26,67,69,2,FC Emmen,2017 ~ 2021,active,2017,2021,"CDM, CM",CDM,Right,CDM,175,72,1100000,3000,1300000,3,3,1,5.0,2017-08-11,16417.91
212249,S. Kerk,Sebastian Kerk,Germany,26,67,68,1,VfL Osnabrück,2020 ~ 2022,active,2020,2022,"LM, RM",LM,Left,LM,184,76,1200000,5000,1500000,3,3,1,8.0,2020-08-13,17910.45
220185,B. Barker,Brandon Barker,England,23,67,72,5,Rangers FC,2019 ~ 2022,active,2019,2022,LM,LM,Right,RM,180,68,1500000,14000,1900000,4,3,1,29.0,2019-08-09,22388.06
170008,B. Hamer,Ben Hamer,England,32,67,67,0,Huddersfield Town,2018 ~ 2021,active,2018,2021,GK,GK,Right,GK,192,91,500000,7000,903000,3,1,1,12.0,2018-07-01,7462.69
241179,Cristian Rivero,Cristian Rivero Sabater,Spain,22,67,76,9,Valencia CF,2017 ~ 2023,active,2017,2023,GK,GK,Right,GK,188,75,2000000,7000,2100000,3,1,1,15.0,2017-07-01,29850.75
169498,J. Garner,Joe Garner,England,32,67,67,0,Wigan Athletic,2018 ~ 2020,active,2018,2020,ST,ST,Right,ST,178,74,825000,3000,1100000,3,2,1,2.0,2018-08-09,12313.43
219670,G. Piovi,Gonzalo Piovi,Argentina,25,67,70,3,Club Atlético Colón,"Dec 31, 2021 On Loan",loan,2021,2021,"CB, LB",CB,Left,CB,180,70,1200000,6000,0,2,2,1,9.0,2018-06-30,17910.45
205846,David Bruno,David Dias Resende Bruno,Portugal,28,67,67,0,Astra Giurgiu,2019 ~ 2021,active,2019,2021,"RB, RM",RB,Right,RB,175,64,925000,4000,878000,3,2,1,1.0,2019-07-14,13805.97
236307,D. Graovac,Daniel Graovac,Bosnia Herzegovina,26,67,70,3,Astra Giurgiu,2019 ~ 2022,active,2019,2022,"CB, RB",CB,Right,CB,185,73,1200000,4000,1200000,3,2,1,1.0,2019-07-03,17910.45
239635,K. Fila,Karol Fila,Poland,22,67,78,11,Lechia Gdańsk,2017 ~ 2022,active,2017,2022,RB,RB,Right,RB,180,72,2200000,3000,1900000,2,3,1,10.0,2017-02-17,32835.82
179731,D. Cabrera,David Cabrera,Mexico,30,67,67,0,Club Necaxa,2020 ~ 2023,active,2020,2023,"CM, CDM",CM,Left,CM,180,76,975000,5000,1200000,3,3,1,9.0,2020-07-01,14552.24
230166,Fepe Avedo,Felipe Melvin Azevedo Lima,Brazil,32,67,67,0,Bahia,2019 ~ 2023,active,2019,2023,GK,GK,Right,GK,184,77,500000,4000,903000,3,1,1,1.0,2019-01-01,7462.69
186135,C. Evans,Corry Evans,Northern Ireland,29,67,67,0,Blackburn Rovers,2013 ~ 2021,active,2013,2021,"CDM, CM",CDM,Right,CDM,180,69,875000,14000,1200000,3,2,1,5.0,2013-08-02,13059.7
237591,A. Mehremić,Adi Mehremić,Bosnia Herzegovina,28,67,69,2,Wisła Kraków,2020 ~ 2021,active,2020,2021,CB,CB,Left,CB,189,85,1000000,2000,1100000,3,2,1,3.0,2020-08-05,14925.37
234007,Claudio Mouria,Claudio Igor Mouria Silva,Brazil,28,67,67,0,Santos,2019 ~ 2023,active,2019,2023,CAM,CAM,Right,RW,183,78,1000000,9000,1500000,3,2,1,1.0,2019-01-01,14925.37
230167,Mateus Tangil,Mateus Bernardo Tangil Melo,Brazil,36,67,67,0,Oceânico FC,2019 ~ 2023,active,2019,2023,GK,GK,Right,GK,189,85,110000,4000,241000,3,1,1,1.0,2019-01-01,1641.79
155671,L. Trałka,Łukasz Trałka,Poland,36,67,67,0,Warta Poznań,2019 ~ 2021,active,2019,2021,CDM,CDM,Right,CB,186,77,200000,1000,216000,2,2,1,3.0,2019-08-15,2985.07
239894,R. Kouamé,Rominigue Kouamé,Mali,23,67,75,8,ESTAC Troyes,"Jun 30, 2021 On Loan",loan,2021,2021,"CM, CDM",CM,Left,CDM,177,68,2300000,10000,0,1,3,1,3.0,2017-07-01,34328.36
194050,M. Grün,Max Grün,Germany,33,67,67,0,Borussia Mönchengladbach,2019 ~ 2021,active,2019,2021,GK,GK,Right,GK,190,85,325000,9000,680000,3,1,1,1.0,2019-07-01,4850.75
222018,R. Arciero,Rodrigo Arciero,Argentina,27,67,68,1,Club Atlético Banfield,2018 ~ 2021,active,2018,2021,RB,RB,Right,RB,181,77,1100000,5000,1200000,4,2,1,1.0,2018-07-30,16417.91
189536,D. Čop,Duje Čop,Croatia,30,67,67,0,Standard de Liège,2017 ~ 2021,active,2017,2021,ST,ST,Right,ST,184,74,1000000,6000,1100000,3,3,1,2.0,2017-08-31,14925.37
223085,L. Berry,Luke Berry,England,27,67,67,0,Luton Town,2017 ~ 2022,active,2017,2022,"CAM, CM",CAM,Right,CAM,177,72,1100000,5000,1500000,3,3,1,3.0,2017-08-25,16417.91
213869,K. Rocheteau,Kévin Rocheteau,France,26,67,67,0,USL Dunkerque,2020 ~ 2022,active,2020,2022,"LM, ST",LM,Right,LM,179,73,1100000,2000,1400000,4,2,1,2.0,2020-06-09,16417.91
